index,speed,acceleration,direction,latitude,longitude,proximity
113,39.4663,-4.45486,58.1634,12.9738,77.7438,0.243052
114,41.3382,1.87184,96.8552,12.9738,77.7442,0.29339
115,43.6768,2.33865,59.1069,12.974,77.7445,0.70928
116,41.7904,-1.88636,65.9406,12.9741,77.7449,0.321428
117,40.83,-0.960472,52.6562,12.9744,77.7451,0.1
118,41.3237,0.493751,42.5119,12.9746,77.7454,0.1
119,36.3807,-4.94299,76.9214,12.9747,77.7457,3.29924
120,33.8126,-2.56814,48.3235,12.9749,77.746,1.95492
121,38.4845,4.67189,69.0261,12.975,77.7463,0.646794
122,42.3467,3.86222,37.4455,12.9753,77.7465,0.493114
123,42.6248,0.278106,47.9871,12.9756,77.7468,0.1
124,45.917,3.29222,47.3822,12.9758,77.7471,2.07155
125,44.876,-1.04106,87.5603,12.9759,77.7475,0.129436
126,48.5961,3.72016,85.7013,12.9759,77.7479,0.630765
127,45.0725,-3.52363,108.214,12.9758,77.7483,2.04862
128,49.0468,3.97434,79.0252,12.9758,77.7487,1.00402
129,49.613,0.566204,35.5042,12.9762,77.749,0.1
130,53.266,3.65294,33.3026,12.9766,77.7492,1.28891
131,55.7829,2.51696,61.8996,12.9768,77.7497,0.590066
132,51.6264,-4.15659,105.223,12.9767,77.7501,4.04935
133,51.4395,-0.186866,111.738,12.9765,77.7506,0.1
134,50.9995,-0.439955,92.3957,12.9765,77.751,0.1
135,51.0205,0.0209769,133.355,12.9762,77.7513,0.1
136,47.3676,-3.65291,163.937,12.9758,77.7515,1.22024
137,47.5984,0.230755,185.812,12.9753,77.7514,0.1
138,50.3598,2.76148,191.524,12.9749,77.7513,1.61902
139,48.4286,-1.93124,167.692,12.9745,77.7514,0.793738
140,49.3567,0.928068,157.511,12.9741,77.7516,0.1
141,49.1079,-0.248722,147.28,12.9737,77.7518,0.1
142,52.1741,3.06618,139.837,12.9734,77.7521,2.36651
143,50.7503,-1.42379,174.703,12.9729,77.7522,0.804612
144,52.6996,1.94925,152.051,12.9725,77.7524,0.830571
145,49.6721,-3.02747,132.878,12.9722,77.7527,1.90126
146,47.4509,-2.22119,97.7038,12.9721,77.7532,1.59719
147,50.7118,3.26095,65.3581,12.9723,77.7536,1.38681
148,54.0813,3.36945,42.2307,12.9726,77.7539,2.2894
149,50.6428,-3.4385,64.6753,12.9728,77.7543,0.76477
150,48.24,-2.40282,37.7339,12.9732,77.7546,0.784337
151,45.373,-2.86695,37.9784,12.9735,77.7548,1.24347
152,41.8899,-3.48308,82.071,12.9736,77.7552,0.844918
153,36.9867,-4.90319,119.795,12.9734,77.7555,1.12408
154,40.5736,3.58681,140.699,12.9731,77.7557,3.09236
155,36.8718,-3.70175,141.418,12.9729,77.756,3.06132
156,36.7073,-0.164516,110.145,12.9727,77.7563,0.1
157,41.0809,4.37356,119.414,12.9726,77.7566,1.1731
158,36.7296,-4.35123,104.119,12.9725,77.7569,1.23794
159,35.9759,-0.753703,120.093,12.9723,77.7572,0.1
160,37.71,1.73412,138.945,12.9721,77.7574,0.180091
161,41.25,3.53998,143.136,12.9718,77.7576,0.226181
162,41.2051,-0.0448994,115.583,12.9716,77.758,0.1
163,42.54,1.33488,78.9959,12.9717,77.7583,1.06639
164,44.5714,2.0314,67.5079,12.9719,77.7587,0.762581
165,46.0101,1.4387,66.1093,12.972,77.7591,0.281537
166,47.1408,1.13068,77.8754,12.9721,77.7595,0.800267
167,49.8798,2.73896,42.8863,12.9724,77.7598,0.856095
168,53.0577,3.17799,58.8331,12.9727,77.7602,0.90348
169,51.1896,-1.86811,30.5657,12.9731,77.7604,0.19513
170,52.5949,1.40527,59.2288,12.9733,77.7608,0.431275
171,57.4634,4.8685,35.8138,12.9737,77.7611,1.86563
172,61.1953,3.73184,54.1139,12.974,77.7615,1.12106
173,58.1953,-3,10.4677,12.9746,77.7616,0.875488
174,58.9589,0.763621,337.58,12.975,77.7614,0.1
175,60.6185,1.65962,4.1443,12.9756,77.7615,0.9984
176,57.6185,-3,38.0796,12.976,77.7618,2.32726
177,62.3158,4.69727,10.3621,12.9765,77.7619,0.780685
178,61.3158,-1,26.1436,12.977,77.7621,0.601615
179,57.3158,-4,351.23,12.9775,77.7621,3.44129
180,55.9061,-1.40968,323.656,12.978,77.7618,1.06337
181,56.7094,0.803301,286.182,12.9781,77.7613,0.1
182,59.4917,2.78228,262.536,12.978,77.7607,0.655321
183,59.4559,-0.0357761,224.287,12.9776,77.7604,0.1
184,58.8041,-0.651806,212.072,12.9772,77.7601,0.1
185,62.6368,3.83276,177.281,12.9767,77.7601,2.97798
186,61.6368,-1,205.176,12.9761,77.7599,0.807885
187,59.6368,-2,163.955,12.9756,77.76,0.473146
188,57.224,-2.41282,205.878,12.9751,77.7598,0.859449
189,61.2113,3.98728,249.296,12.975,77.7593,2.362
190,59.2113,-2,291.427,12.9752,77.7588,1.28736
191,61.507,2.29572,306.149,12.9755,77.7584,0.80616
192,60.507,-1,263.908,12.9754,77.7578,1.08992
193,57.507,-3,230.224,12.9751,77.7574,1.76346
194,53.5699,-3.9371,258.461,12.975,77.7569,1.54684
195,58.1391,4.56923,265.28,12.9749,77.7564,1.92071
196,57.3217,-0.817472,307.454,12.9753,77.756,0.1
197,57.5065,0.184847,322.25,12.9757,77.7557,0.1
198,55.6533,-1.85321,309.288,12.976,77.7553,1.0593
199,51.9993,-3.65404,349.44,12.9765,77.7552,0.539752
200,47.0929,-4.9064,316.183,12.9768,77.7549,0.544794
201,46.7203,-0.372565,329.503,12.9771,77.7547,0.1
202,45.0736,-1.64671,290.375,12.9773,77.7543,0.209712
203,46.8257,1.75213,271.935,12.9773,77.7539,0.374613
204,43.1544,-3.67138,233.863,12.9771,77.7536,2.94818
205,44.2905,1.13616,238.482,12.9769,77.7532,0.216718
206,48.7633,4.47281,269.46,12.9769,77.7528,0.67719
207,47.4024,-1.36092,302.29,12.9771,77.7524,0.27335
208,50.1187,2.71632,299.237,12.9773,77.7521,0.679924
209,47.2644,-2.85435,311.761,12.9776,77.7517,0.785625
210,44.1548,-3.10958,294.994,12.9778,77.7514,0.909937
211,40.2075,-3.94734,288.725,12.9779,77.751,2.82553
212,38.9029,-1.30453,272.853,12.9779,77.7507,0.163286
213,39.8909,0.987939,314.678,12.9782,77.7504,0.1
214,43.0257,3.13484,347.283,12.9785,77.7503,0.499009
215,38.231,-4.79474,356.992,12.9789,77.7503,0.415
216,33.7773,-4.45366,316.725,12.9791,77.7501,1.06298
217,29.6514,-4.12589,311.366,12.9793,77.7499,2.481
218,33.4089,3.75746,325.231,12.9795,77.7497,0.702801
219,31.9882,-1.42071,287.282,12.9796,77.7494,1.07788
220,33.9649,1.97676,317.606,12.9798,77.7492,0.583711
221,35.6084,1.64353,352.11,12.9802,77.7492,0.921105
222,32.1537,-3.45471,27.4741,12.9804,77.7493,2.04791
223,33.7208,1.56705,29.1641,12.9807,77.7495,0.522004
224,35.0225,1.3017,37.6433,12.9809,77.7497,1.08343
225,34.6172,-0.405254,45.3414,12.9811,77.7499,0.1
226,35.3377,0.720478,45.8928,12.9814,77.7501,0.1
227,36.2924,0.954714,60.2851,12.9815,77.7504,0.1
228,34.4534,-1.83905,52.4454,12.9817,77.7506,0.484419
229,32.4661,-1.98729,69.7698,12.9818,77.7509,0.157857
230,35.6672,3.2011,72.816,12.9819,77.7512,1.10966
231,37.7401,2.07297,109.598,12.9818,77.7515,1.0592
232,34.3759,-3.36429,79.1572,12.9819,77.7518,1.46037
233,31.9017,-2.4742,74.225,12.9819,77.7521,0.281414
234,27.3384,-4.56322,64.2945,12.9821,77.7524,0.824616
235,30.1335,2.79508,104.979,12.982,77.7526,0.621379
236,33.6421,3.50859,66.0257,12.9821,77.7529,1.4924
237,36.8371,3.19495,52.4618,12.9823,77.7531,0.850433
238,36.7643,-0.0727369,42.2412,12.9825,77.7533,0.1
239,41.6075,4.84321,20.4675,12.9829,77.7535,0.412007
240,36.6362,-4.97132,351.482,12.9832,77.7534,1.98896
241,31.8993,-4.73694,326.472,12.9835,77.7532,3.62882
242,30.9144,-0.984836,282.659,12.9835,77.753,0.1
243,28.8464,-2.06804,317.619,12.9837,77.7528,0.305083
244,33.3724,4.52604,307.691,12.9839,77.7526,0.49833
245,34.828,1.45551,278.354,12.984,77.7523,0.840057
246,34.4421,-0.385831,239.885,12.9838,77.752,0.1
247,37.0697,2.62761,233.339,12.9836,77.7517,0.586388
248,36.2731,-0.796653,210.621,12.9833,77.7516,0.1
249,37.3907,1.11765,178.507,12.983,77.7516,0.885453
250,32.4231,-4.96761,177.178,12.9827,77.7516,2.93708
251,30.3459,-2.07725,220.948,12.9825,77.7514,0.472834
252,28.3418,-2.00406,233.942,12.9823,77.7512,1.03509
253,28.3567,0.0148651,270.761,12.9823,77.7509,0.1
254,27.3489,-1.00781,236.271,12.9822,77.7507,0.364631
255,31.5548,4.20589,280.774,12.9822,77.7505,0.323712
256,32.42,0.865233,284.234,12.9823,77.7502,0.1
257,33.4277,1.00776,248.187,12.9822,77.7499,0.74351
258,32.4433,-0.984418,264.654,12.9822,77.7496,0.1
259,33.6144,1.17109,222.384,12.9819,77.7494,0.300903
260,29.2419,-4.37256,252.121,12.9819,77.7492,2.44978
261,28.1666,-1.07529,263.098,12.9818,77.7489,0.468475
262,31.8417,3.67512,226.807,12.9816,77.7487,2.91714
263,33.8358,1.9941,250.915,12.9815,77.7484,1.08394
264,37.9645,4.12867,281.047,12.9816,77.7481,1.96436
265,39.5967,1.6322,314.636,12.9818,77.7479,1.02939
266,42.3366,2.73992,271.015,12.9819,77.7475,1.88493
267,44.3243,1.98772,249.706,12.9817,77.7471,0.325768
268,45.9434,1.61912,264.079,12.9817,77.7467,0.259123
269,43.3315,-2.61195,288.063,12.9818,77.7463,1.6404
270,46.641,3.30957,297.618,12.982,77.746,2.26372
271,44.8827,-1.75835,263.414,12.9819,77.7456,0.232845
272,40.5995,-4.28313,248.194,12.9818,77.7452,2.25293
273,39.8559,-0.743672,238.964,12.9816,77.7449,0.1
274,34.9668,-4.88905,275.624,12.9816,77.7446,1.62538
275,39.632,4.66515,264.212,12.9816,77.7442,1.77019
276,38.4945,-1.13746,287.459,12.9817,77.7439,0.92379
277,33.6356,-4.85888,297.302,12.9819,77.7436,3.66591
278,31.3018,-2.33383,321.413,12.9821,77.7434,0.598594
279,33.8622,2.56039,310.152,12.9823,77.7432,1.93499
280,36.835,2.97281,323.214,12.9825,77.743,0.252747
281,40.1605,3.32549,316.604,12.9828,77.7428,1.43027
282,37.0515,-3.10895,316.588,12.983,77.7426,0.239124
283,41.4091,4.35754,272.259,12.9831,77.7422,3.7168
284,37.094,-4.31503,264.935,12.983,77.7418,3.66373
285,33.9261,-3.16799,300.352,12.9832,77.7416,1.41533
286,36.2892,2.36314,305.671,12.9834,77.7413,0.806565
287,36.7095,0.420275,288.504,12.9835,77.741,0.1
288,35.8101,-0.89935,326.52,12.9837,77.7408,0.1
289,36.924,1.11386,356.285,12.9841,77.7408,0.230562
290,37.8011,0.877086,337.308,12.9844,77.7407,0.1
291,37.419,-0.382075,295.601,12.9845,77.7404,0.1
292,36.0891,-1.32985,280.59,12.9846,77.74,0.487436
293,33.8528,-2.23638,245.512,12.9845,77.7398,0.426757
294,37.8198,3.96702,227.755,12.9842,77.7395,0.378971
295,37.1925,-0.627321,193.409,12.9839,77.7394,0.1
296,37.878,0.685544,176.851,12.9836,77.7395,0.1
297,36.6446,-1.23345,171.031,12.9832,77.7395,0.405234
298,37.2819,0.637349,161.384,12.9829,77.7396,0.1
299,34.7114,-2.57048,170.211,12.9826,77.7397,1.67368
300,32.7277,-1.98371,183.482,12.9823,77.7397,1.07004
301,31.6065,-1.12117,164.721,12.982,77.7397,0.652614
302,28.2984,-3.30818,122.449,12.9819,77.74,0.917076
303,27.6929,-0.605442,113.003,12.9818,77.7402,0.1
304,23.0256,-4.66737,120.917,12.9817,77.7404,1.03035
305,27.3979,4.37233,162.67,12.9815,77.7405,1.25254
306,23.3464,-4.05147,152.618,12.9813,77.7406,0.236172
307,28.3271,4.98066,171.804,12.981,77.7406,2.4399
308,25.2223,-3.10476,134.264,12.9809,77.7408,2.13232
309,29.6896,4.46728,108.812,12.9808,77.741,1.98131
310,33.7259,4.03629,79.498,12.9808,77.7413,4.0969
311,30.6705,-3.0554,102.6,12.9808,77.7416,1.2923
312,26.1848,-4.48564,110.851,12.9807,77.7418,2.3908
313,22.8738,-3.31105,96.2,12.9806,77.742,3.03951
314,22.6687,-0.205088,139.629,12.9805,77.7422,0.1
315,24.372,1.70331,163.712,12.9803,77.7422,0.828371
316,25.7069,1.33484,191.658,12.9801,77.7422,0.290283
317,24.5553,-1.15156,197.125,12.9799,77.7421,1.02502
318,21.0326,-3.52268,184.774,12.9796,77.7421,2.388
319,22.8775,1.84491,168.494,12.9795,77.7421,0.635141
320,21,-1.87755,175.584,12.9793,77.7421,0.885276
321,21.0557,0.0556963,147.504,12.9791,77.7422,0.1
322,21.3358,0.280116,165.201,12.9789,77.7423,0.1
323,18.5213,-2.81447,203.154,12.9788,77.7422,1.56194
324,18.5213,0,212.296,12.9786,77.7421,1.56194
325,21.5213,3,228.406,12.9785,77.742,1.57931
326,24.04,2.51872,216.805,12.9783,77.7419,0.394312
327,28.3515,4.31145,238.186,12.9782,77.7417,3.46967
328,31.947,3.59552,269.861,12.9782,77.7414,1.002
329,32.4759,0.528833,292.097,12.9783,77.7411,0.1
330,30.5709,-1.90492,259.323,12.9783,77.7409,0.385624
331,35.3224,4.75149,277.713,12.9783,77.7406,2.79302
332,31.8823,-3.44013,275.041,12.9783,77.7403,0.442915
333,34.7919,2.90965,230.912,12.9781,77.74,0.782608
334,32.0757,-2.7162,213.818,12.9779,77.7399,2.05129
335,34.6775,2.60179,190.21,12.9776,77.7398,1.57791
336,39.5312,4.85368,203.632,12.9773,77.7397,0.502259
337,40.6155,1.08426,211.91,12.977,77.7395,0.24829
338,38.9571,-1.65837,197.761,12.9766,77.7394,0.838996
339,35.7518,-3.20531,230.866,12.9764,77.7391,0.612435
340,38.4879,2.73613,209.438,12.9761,77.7389,0.657111
341,42.1389,3.65097,167.483,12.9758,77.739,0.924473
342,46.921,4.78214,196.321,12.9754,77.7389,0.206563
343,46.566,-0.354986,191.399,12.975,77.7388,0.1
344,46.2516,-0.314451,229.25,12.9747,77.7385,0.1
345,45.1412,-1.11034,234.299,12.9745,77.7382,0.895641
346,41.86,-3.28124,237.746,12.9743,77.7379,1.31891
347,39.7969,-2.06307,240.192,12.9741,77.7375,0.670492
348,41.8016,2.00466,281.637,12.9742,77.7372,1.46818
349,46.1057,4.30405,310.042,12.9744,77.7369,1.51897
350,44.5988,-1.50687,339.095,12.9748,77.7367,0.519164
351,42.8222,-1.77655,358.613,12.9752,77.7367,0.738235
352,42.9335,0.11129,330.941,12.9755,77.7365,0.1
353,40.6306,-2.30292,288.582,12.9756,77.7362,1.6458
354,45.4185,4.78786,260.083,12.9756,77.7358,0.37833
355,44.2481,-1.17033,226.582,12.9753,77.7355,0.942025
356,40.3563,-3.89188,200.589,12.9749,77.7354,2.04168
357,43.723,3.36672,175.804,12.9746,77.7354,0.530267
358,38.8558,-4.8672,185.886,12.9742,77.7354,3.427
359,42.6595,3.80375,183.366,12.9738,77.7353,1.22383
360,42.396,-0.263576,158.081,12.9735,77.7355,0.1
361,39.3614,-3.03453,160.328,12.9731,77.7356,0.620241
362,37.344,-2.0174,137.78,12.9729,77.7358,1.15341
363,39.0425,1.69846,172.183,12.9725,77.7359,0.668513
364,42.4696,3.42714,200.673,12.9722,77.7358,1.53992
365,46.1207,3.65111,206.159,12.9718,77.7356,0.250463
366,47.5894,1.46865,223.157,12.9715,77.7353,0.548316
367,49.3411,1.75172,180.96,12.9711,77.7353,0.459716
368,46.0555,-3.28559,136.428,12.9708,77.7356,0.269645
369,45.3588,-0.69674,101.216,12.9707,77.736,0.1
370,45.0613,-0.297459,95.9373,12.9707,77.7364,0.1
371,42.4602,-2.60116,96.939,12.9706,77.7368,0.453613
372,38.992,-3.46817,98.7602,12.9706,77.7371,1.83906
373,34.409,-4.58304,78.5769,12.9706,77.7375,3.63965
374,39.2342,4.82528,93.7433,12.9706,77.7378,1.98187
375,36.824,-2.41023,91.8011,12.9706,77.7381,1.01254
376,33.5417,-3.28234,97.0904,12.9706,77.7384,1.16446
377,31.8233,-1.71839,53.5855,12.9707,77.7387,0.736873
378,31.9315,0.108261,22.7662,12.971,77.7388,0.1
379,33.3065,1.37497,359.926,12.9713,77.7388,0.125956
380,30.6179,-2.68858,39.9518,12.9715,77.739,1.96166
381,28.7297,-1.88827,3.36113,12.9718,77.739,0.831037
382,33.3767,4.64709,350.502,12.972,77.7389,3.18343
383,34.2363,0.859539,329.612,12.9723,77.7388,0.1
384,30.1862,-4.05008,356.674,12.9726,77.7388,3.32238
385,32.1067,1.92048,17.8379,12.9729,77.7389,0.776641
386,34.0154,1.90876,19.6316,12.9731,77.739,0.434307
387,35.4463,1.43082,3.75697,12.9735,77.739,0.166673
388,33.0708,-2.37544,35.3373,12.9737,77.7392,1.29014
389,33.6903,0.619465,68.8773,12.9738,77.7394,0.1
390,31.804,-1.88632,66.4908,12.9739,77.7397,0.801621
391,30.6648,-1.13913,106.061,12.9739,77.74,0.767514
392,30.0158,-0.649035,93.5249,12.9738,77.7402,0.1
393,25.3499,-4.66595,66.7855,12.9739,77.7405,1.5099
394,24.0356,-1.3143,99.6956,12.9739,77.7407,0.516266
395,22.5176,-1.51795,100.434,12.9739,77.7409,0.298593
396,22.391,-0.126636,71.0098,12.9739,77.7411,0.1
397,25.1544,2.76346,70.8435,12.974,77.7413,1.21912
398,26.296,1.14156,104.373,12.9739,77.7415,0.195539
399,22.3894,-3.90663,123.132,12.9738,77.7417,0.369294
400,22.5122,0.122815,108.699,12.9738,77.7419,0.1
401,22.6126,0.100455,74.1086,12.9738,77.7421,0.1
402,25.0371,2.42448,86.1119,12.9738,77.7423,0.727947
403,28.5341,3.49694,85.7617,12.9738,77.7425,1.62906
404,31.3616,2.82759,89.7878,12.9738,77.7428,1.71834
405,30.9249,-0.436754,120.775,12.9737,77.7431,0.1
406,29.7649,-1.16004,151.394,12.9735,77.7432,0.319945
407,25.923,-3.84183,165.648,12.9732,77.7432,1.06372
408,26.5107,0.587679,128.237,12.9731,77.7434,0.1
409,23.7457,-2.76501,156.655,12.9729,77.7435,0.811907
410,24.1027,0.356954,176.611,12.9727,77.7435,0.1
411,28.9733,4.87065,146.741,12.9725,77.7437,0.983865
412,26.7315,-2.24181,105.98,12.9724,77.7439,1.27157
413,24.4309,-2.30054,103.767,12.9723,77.7441,0.970732
414,21.8313,-2.59964,122.188,12.9722,77.7443,0.794794
415,17.0619,-4.7694,84.8972,12.9722,77.7445,3.54531
416,19.0619,2,54.4556,12.9723,77.7446,0.677841
417,22.0619,3,96.0915,12.9723,77.7448,0.806469
418,21.832,-0.229882,130.076,12.9722,77.7449,0.1
419,21.149,-0.683018,136.555,12.972,77.7451,0.1
420,19.2958,-1.8532,131.67,12.9719,77.7452,0.843853
421,22.2958,3,156.43,12.9717,77.7453,1.64938
422,25.7693,3.47348,149.149,12.9716,77.7454,1.45689
423,22.1838,-3.58544,159.874,12.9714,77.7455,0.896224
424,25.9872,3.80333,162.012,12.9712,77.7455,0.704444
425,26.3527,0.365551,198.642,12.9709,77.7455,0.1
426,22.9029,-3.44983,168.559,12.9707,77.7455,1.86785
427,20.5546,-2.34831,155.215,12.9705,77.7456,0.16954
428,21.9856,1.43104,165.584,12.9704,77.7456,0.168807
429,24.5934,2.60774,154.504,12.9702,77.7457,0.614922
430,20.4197,-4.17371,111.465,12.9701,77.7459,1.74166
431,17.3921,-3.02759,126.527,12.97,77.746,0.171953
432,19.3921,2,165.88,12.9698,77.7461,1.91698
433,19.3921,0,141.064,12.9697,77.7462,1.91698
434,22.3921,3,118.181,12.9696,77.7464,0.74222
435,23.121,0.728941,74.409,12.9697,77.7466,0.1
436,22.0525,-1.06855,116.284,12.9696,77.7467,0.89423
437,25.3261,3.27362,144.987,12.9694,77.7469,0.753038
438,20.3735,-4.95258,113.368,12.9693,77.7471,2.66767
439,16.4912,-3.88234,89.3265,12.9693,77.7472,2.42153
440,17.4912,1,66.753,12.9694,77.7474,0.267692
441,19.4912,2,93.5994,12.9694,77.7475,0.127669
442,21.4912,2,87.9705,12.9694,77.7477,1.88564
443,24.0381,2.54691,111.683,12.9693,77.7479,1.02685
444,21.1185,-2.91959,109.124,12.9692,77.7481,2.09678
445,21.8105,0.692042,114.038,12.9692,77.7483,0.1
446,18.3723,-3.43821,155.51,12.969,77.7483,1.59645
447,18.3723,0,155.068,12.9688,77.7484,1.59645
